Date,Item_Name,Category,Forecasted_Prep_Qty,Actual_Demand_Qty,Spoiled_Qty,Unit_Cost,Salvage_Value
2024-07-08,Bbq Fried Wings 6 Pcs.,Snacks,18,21,0,65,0
2024-07-08,Cold Coffee,Cold Beverages,32,35,0,25,0
2024-07-08,Virgin Mojito,Mocktails,39,35,4,30,0
2024-07-09,Chicken Lollipop 6pcs,Starter,15,16,0,70,0
2024-07-09,Chilli Baby Corn (dry),Starter,37,39,0,50,0
2024-07-09,Chicken Pepper Bbq Pizza (Medium),Pizza,30,26,4,90,0
2024-07-09,Bbq Fried Wings 6 Pcs.,Snacks,36,36,0,65,0
2024-07-09,Cold Coffee,Cold Beverages,34,25,9,25,0
2024-07-09,Virgin Mojito,Mocktails,49,43,6,30,0
2024-07-10,Chicken Lollipop 6pcs,Starter,28,30,0,70,0
2024-07-10,Chilli Baby Corn (dry),Starter,27,23,4,50,0
2024-07-10,Chicken Pepper Bbq Pizza (Medium),Pizza,42,33,9,90,0
2024-07-10,Bbq Fried Wings 6 Pcs.,Snacks,30,35,0,65,0
2024-07-10,Cold Coffee,Cold Beverages,36,38,0,25,0
2024-07-10,Virgin Mojito,Mocktails,29,26,3,30,0
2024-07-11,Chicken Lollipop 6pcs,Starter,62,45,17,70,0
2024-07-11,Chilli Baby Corn (dry),Starter,35,34,1,50,0
2024-07-11,Chicken Pepper Bbq Pizza (Medium),Pizza,40,34,6,90,0
2024-07-11,Bbq Fried Wings 6 Pcs.,Snacks,37,27,10,65,0
2024-07-11,Cold Coffee,Cold Beverages,35,31,4,25,0
2024-07-11,Virgin Mojito,Mocktails,39,35,4,30,0
2024-07-12,Chicken Lollipop 6pcs,Starter,35,36,0,70,0
2024-07-12,Chilli Baby Corn (dry),Starter,22,25,0,50,0
2024-07-12,Chicken Pepper Bbq Pizza (Medium),Pizza,38,33,5,90,0
2024-07-12,Bbq Fried Wings 6 Pcs.,Snacks,43,33,10,65,0
2024-07-12,Cold Coffee,Cold Beverages,34,29,5,25,0
2024-07-12,Virgin Mojito,Mocktails,21,21,0,30,0
2024-07-13,Chicken Lollipop 6pcs,Starter,41,35,6,70,0
2024-07-13,Chilli Baby Corn (dry),Starter,28,27,1,50,0
2024-07-13,Chicken Pepper Bbq Pizza (Medium),Pizza,17,17,0,90,0
2024-07-13,Bbq Fried Wings 6 Pcs.,Snacks,41,37,4,65,0
2024-07-13,Cold Coffee,Cold Beverages,36,34,2,25,0
2024-07-13,Virgin Mojito,Mocktails,29,30,0,30,0
2024-07-14,Chicken Lollipop 6pcs,Starter,39,35,4,70,0
2024-07-14,Chilli Baby Corn (dry),Starter,33,33,0,50,0
2024-07-14,Chicken Pepper Bbq Pizza (Medium),Pizza,19,12,7,90,0
2024-07-14,Bbq Fried Wings 6 Pcs.,Snacks,24,26,0,65,0
2024-07-14,Cold Coffee,Cold Beverages,35,35,0,25,0
2024-07-14,Virgin Mojito,Mocktails,43,38,5,30,0
2024-07-15,Chicken Lollipop 6pcs,Starter,31,35,0,70,0
2024-07-15,Chilli Baby Corn (dry),Starter,42,39,3,50,0
2024-07-15,Chicken Pepper Bbq Pizza (Medium),Pizza,29,27,2,90,0
2024-07-15,Bbq Fried Wings 6 Pcs.,Snacks,19,15,4,65,0
2024-07-15,Cold Coffee,Cold Beverages,17,21,0,25,0
2024-07-15,Virgin Mojito,Mocktails,24,17,7,30,0
2024-07-16,Chicken Lollipop 6pcs,Starter,33,24,9,70,0
2024-07-16,Chilli Baby Corn (dry),Starter,19,25,0,50,0
2024-07-16,Chicken Pepper Bbq Pizza (Medium),Pizza,29,21,8,90,0
2024-07-16,Bbq Fried Wings 6 Pcs.,Snacks,28,28,0,65,0
2024-07-16,Cold Coffee,Cold Beverages,35,31,4,25,0
2024-07-16,Virgin Mojito,Mocktails,47,38,9,30,0
2024-07-17,Chicken Lollipop 6pcs,Starter,23,27,0,70,0
2024-07-17,Chilli Baby Corn (dry),Starter,29,26,3,50,0
2024-07-17,Chicken Pepper Bbq Pizza (Medium),Pizza,20,22,0,90,0
2024-07-17,Bbq Fried Wings 6 Pcs.,Snacks,33,32,1,65,0
2024-07-17,Cold Coffee,Cold Beverages,29,30,0,25,0
2024-07-17,Virgin Mojito,Mocktails,26,28,0,30,0
2024-07-18,Chicken Lollipop 6pcs,Starter,44,37,7,70,0
2024-07-18,Chilli Baby Corn (dry),Starter,13,15,0,50,0
2024-07-18,Chicken Pepper Bbq Pizza (Medium),Pizza,17,18,0,90,0
2024-07-18,Bbq Fried Wings 6 Pcs.,Snacks,24,29,0,65,0
2024-07-18,Cold Coffee,Cold Beverages,19,22,0,25,0
2024-07-18,Virgin Mojito,Mocktails,33,31,2,30,0
2024-07-19,Chicken Lollipop 6pcs,Starter,26,24,2,70,0
2024-07-19,Chilli Baby Corn (dry),Starter,25,25,0,50,0
2024-07-19,Chicken Pepper Bbq Pizza (Medium),Pizza,51,43,8,90,0
2024-07-19,Bbq Fried Wings 6 Pcs.,Snacks,25,19,6,65,0
2024-07-19,Cold Coffee,Cold Beverages,33,36,0,25,0
2024-07-19,Virgin Mojito,Mocktails,45,36,9,30,0
2024-07-20,Chicken Lollipop 6pcs,Starter,19,21,0,70,0
2024-07-20,Chilli Baby Corn (dry),Starter,41,38,3,50,0
2024-07-20,Chicken Pepper Bbq Pizza (Medium),Pizza,37,34,3,90,0
2024-07-20,Bbq Fried Wings 6 Pcs.,Snacks,29,33,0,65,0
2024-07-20,Cold Coffee,Cold Beverages,45,38,7,25,0
2024-07-20,Virgin Mojito,Mocktails,29,28,1,30,0
2024-07-21,Chicken Lollipop 6pcs,Starter,21,17,4,70,0
2024-07-21,Chilli Baby Corn (dry),Starter,35,34,1,50,0
2024-07-21,Chicken Pepper Bbq Pizza (Medium),Pizza,38,38,0,90,0
2024-07-21,Bbq Fried Wings 6 Pcs.,Snacks,31,34,0,65,0
2024-07-21,Cold Coffee,Cold Beverages,30,29,1,25,0
2024-07-21,Virgin Mojito,Mocktails,31,31,0,30,0
2024-07-22,Chicken Lollipop 6pcs,Starter,34,28,6,70,0
2024-07-22,Chilli Baby Corn (dry),Starter,20,26,0,50,0
2024-07-22,Chicken Pepper Bbq Pizza (Medium),Pizza,51,43,8,90,0
2024-07-22,Bbq Fried Wings 6 Pcs.,Snacks,24,19,5,65,0
2024-07-22,Cold Coffee,Cold Beverages,28,25,3,25,0
2024-07-22,Virgin Mojito,Mocktails,32,32,0,30,0
2024-07-23,Chicken Lollipop 6pcs,Starter,22,23,0,70,0
2024-07-23,Chilli Baby Corn (dry),Starter,20,22,0,50,0
2024-07-23,Chicken Pepper Bbq Pizza (Medium),Pizza,28,29,0,90,0
2024-07-23,Bbq Fried Wings 6 Pcs.,Snacks,44,35,9,65,0
2024-07-23,Cold Coffee,Cold Beverages,28,25,3,25,0
2024-07-23,Virgin Mojito,Mocktails,37,33,4,30,0
2024-07-24,Chicken Lollipop 6pcs,Starter,35,30,5,70,0
2024-07-24,Chilli Baby Corn (dry),Starter,29,33,0,50,0
2024-07-24,Chicken Pepper Bbq Pizza (Medium),Pizza,42,36,6,90,0
2024-07-24,Bbq Fried Wings 6 Pcs.,Snacks,25,23,2,65,0
2024-07-24,Cold Coffee,Cold Beverages,35,35,0,25,0
2024-07-24,Virgin Mojito,Mocktails,51,38,13,30,0
2024-07-25,Chicken Lollipop 6pcs,Starter,19,23,0,70,0
2024-07-25,Chilli Baby Corn (dry),Starter,37,32,5,50,0
2024-07-25,Chicken Pepper Bbq Pizza (Medium),Pizza,37,28,9,90,0
2024-07-25,Bbq Fried Wings 6 Pcs.,Snacks,24,19,5,65,0
2024-07-25,Cold Coffee,Cold Beverages,35,25,10,25,0
2024-07-25,Virgin Mojito,Mocktails,44,45,0,30,0
2024-07-26,Chicken Lollipop 6pcs,Starter,31,25,6,70,0
2024-07-26,Chilli Baby Corn (dry),Starter,27,26,1,50,0
2024-07-26,Chicken Pepper Bbq Pizza (Medium),Pizza,23,30,0,90,0
2024-07-26,Bbq Fried Wings 6 Pcs.,Snacks,28,29,0,65,0
2024-07-26,Cold Coffee,Cold Beverages,35,26,9,25,0
2024-07-26,Virgin Mojito,Mocktails,25,19,6,30,0
2024-07-27,Chicken Lollipop 6pcs,Starter,27,27,0,70,0
2024-07-27,Chilli Baby Corn (dry),Starter,39,36,3,50,0
2024-07-27,Chicken Pepper Bbq Pizza (Medium),Pizza,40,34,6,90,0
2024-07-27,Bbq Fried Wings 6 Pcs.,Snacks,26,27,0,65,0
2024-07-27,Cold Coffee,Cold Beverages,19,21,0,25,0
2024-07-27,Virgin Mojito,Mocktails,61,53,8,30,0
2024-07-28,Chicken Lollipop 6pcs,Starter,15,19,0,70,0
2024-07-28,Chilli Baby Corn (dry),Starter,37,33,4,50,0
2024-07-28,Chicken Pepper Bbq Pizza (Medium),Pizza,34,34,0,90,0
2024-07-28,Bbq Fried Wings 6 Pcs.,Snacks,31,28,3,65,0
2024-07-28,Cold Coffee,Cold Beverages,21,30,0,25,0
2024-07-28,Virgin Mojito,Mocktails,26,28,0,30,0
2024-07-29,Chicken Lollipop 6pcs,Starter,47,31,16,70,0
2024-07-29,Chilli Baby Corn (dry),Starter,32,32,0,50,0
2024-07-29,Chicken Pepper Bbq Pizza (Medium),Pizza,41,37,4,90,0
2024-07-29,Bbq Fried Wings 6 Pcs.,Snacks,38,33,5,65,0
2024-07-29,Cold Coffee,Cold Beverages,43,46,0,25,0
2024-07-29,Virgin Mojito,Mocktails,31,33,0,30,0
2024-07-30,Chicken Lollipop 6pcs,Starter,32,34,0,70,0
2024-07-30,Chilli Baby Corn (dry),Starter,26,26,0,50,0
2024-07-30,Chicken Pepper Bbq Pizza (Medium),Pizza,43,37,6,90,0
2024-07-30,Bbq Fried Wings 6 Pcs.,Snacks,22,20,2,65,0
2024-07-30,Cold Coffee,Cold Beverages,20,24,0,25,0
2024-07-30,Virgin Mojito,Mocktails,28,28,0,30,0
2024-07-31,Chicken Lollipop 6pcs,Starter,53,49,4,70,0
2024-07-31,Chilli Baby Corn (dry),Starter,18,18,0,50,0
2024-07-31,Chicken Pepper Bbq Pizza (Medium),Pizza,50,38,12,90,0
2024-07-31,Bbq Fried Wings 6 Pcs.,Snacks,10,17,0,65,0
2024-07-31,Cold Coffee,Cold Beverages,47,44,3,25,0
2024-07-31,Virgin Mojito,Mocktails,27,23,4,30,0
2024-08-01,Chicken Lollipop 6pcs,Starter,10,8,2,70,0
2024-08-01,Chilli Baby Corn (dry),Starter,38,32,6,50,0
2024-08-01,Chicken Pepper Bbq Pizza (Medium),Pizza,23,21,2,90,0
2024-08-01,Bbq Fried Wings 6 Pcs.,Snacks,25,22,3,65,0
2024-08-01,Cold Coffee,Cold Beverages,22,22,0,25,0
2024-08-01,Virgin Mojito,Mocktails,27,22,5,30,0
2024-08-02,Chicken Lollipop 6pcs,Starter,36,36,0,70,0
2024-08-02,Chilli Baby Corn (dry),Starter,25,30,0,50,0
2024-08-02,Chicken Pepper Bbq Pizza (Medium),Pizza,28,27,1,90,0
2024-08-02,Bbq Fried Wings 6 Pcs.,Snacks,47,50,0,65,0
2024-08-02,Cold Coffee,Cold Beverages,47,41,6,25,0
2024-08-02,Virgin Mojito,Mocktails,42,32,10,30,0
2024-08-03,Chicken Lollipop 6pcs,Starter,35,32,3,70,0
2024-08-03,Chilli Baby Corn (dry),Starter,37,29,8,50,0
2024-08-03,Chicken Pepper Bbq Pizza (Medium),Pizza,37,38,0,90,0
2024-08-03,Bbq Fried Wings 6 Pcs.,Snacks,19,19,0,65,0
2024-08-03,Cold Coffee,Cold Beverages,24,23,1,25,0
2024-08-03,Virgin Mojito,Mocktails,39,39,0,30,0
2024-08-04,Chicken Lollipop 6pcs,Starter,31,29,2,70,0
2024-08-04,Chilli Baby Corn (dry),Starter,27,36,0,50,0
2024-08-04,Chicken Pepper Bbq Pizza (Medium),Pizza,28,25,3,90,0
2024-08-04,Bbq Fried Wings 6 Pcs.,Snacks,39,39,0,65,0
2024-08-04,Cold Coffee,Cold Beverages,19,14,5,25,0
2024-08-04,Virgin Mojito,Mocktails,21,24,0,30,0
2024-08-05,Chicken Lollipop 6pcs,Starter,26,25,1,70,0
2024-08-05,Chilli Baby Corn (dry),Starter,16,25,0,50,0
2024-08-05,Chicken Pepper Bbq Pizza (Medium),Pizza,45,37,8,90,0
2024-08-05,Bbq Fried Wings 6 Pcs.,Snacks,32,35,0,65,0
2024-08-05,Cold Coffee,Cold Beverages,29,28,1,25,0
2024-08-05,Virgin Mojito,Mocktails,39,34,5,30,0
2024-08-06,Chicken Lollipop 6pcs,Starter,26,24,2,70,0
2024-08-06,Chilli Baby Corn (dry),Starter,42,33,9,50,0
2024-08-06,Chicken Pepper Bbq Pizza (Medium),Pizza,40,35,5,90,0
2024-08-06,Bbq Fried Wings 6 Pcs.,Snacks,39,30,9,65,0
2024-08-06,Cold Coffee,Cold Beverages,31,33,0,25,0
2024-08-06,Virgin Mojito,Mocktails,46,41,5,30,0
2024-08-07,Chicken Lollipop 6pcs,Starter,26,26,0,70,0
2024-08-07,Chilli Baby Corn (dry),Starter,36,32,4,50,0
2024-08-07,Chicken Pepper Bbq Pizza (Medium),Pizza,34,31,3,90,0
2024-08-07,Bbq Fried Wings 6 Pcs.,Snacks,50,43,7,65,0
2024-08-07,Cold Coffee,Cold Beverages,37,31,6,25,0
2024-08-07,Virgin Mojito,Mocktails,24,21,3,30,0
2024-08-08,Chicken Lollipop 6pcs,Starter,44,44,0,70,0
2024-08-08,Chilli Baby Corn (dry),Starter,22,23,0,50,0
2024-08-08,Chicken Pepper Bbq Pizza (Medium),Pizza,20,21,0,90,0
2024-08-08,Bbq Fried Wings 6 Pcs.,Snacks,22,27,0,65,0
2024-08-08,Cold Coffee,Cold Beverages,36,30,6,25,0
2024-08-08,Virgin Mojito,Mocktails,31,22,9,30,0
2024-08-09,Chicken Lollipop 6pcs,Starter,41,34,7,70,0
2024-08-09,Chilli Baby Corn (dry),Starter,30,24,6,50,0
2024-08-09,Chicken Pepper Bbq Pizza (Medium),Pizza,27,21,6,90,0
2024-08-09,Bbq Fried Wings 6 Pcs.,Snacks,35,31,4,65,0
2024-08-09,Cold Coffee,Cold Beverages,18,20,0,25,0
2024-08-09,Virgin Mojito,Mocktails,32,34,0,30,0
2024-08-10,Chicken Lollipop 6pcs,Starter,29,33,0,70,0
2024-08-10,Chilli Baby Corn (dry),Starter,32,36,0,50,0
2024-08-10,Chicken Pepper Bbq Pizza (Medium),Pizza,39,34,5,90,0
2024-08-10,Bbq Fried Wings 6 Pcs.,Snacks,28,24,4,65,0
2024-08-10,Cold Coffee,Cold Beverages,32,32,0,25,0
2024-08-10,Virgin Mojito,Mocktails,14,21,0,30,0
2024-08-11,Chicken Lollipop 6pcs,Starter,27,32,0,70,0
2024-08-11,Chilli Baby Corn (dry),Starter,30,30,0,50,0
2024-08-11,Chicken Pepper Bbq Pizza (Medium),Pizza,35,35,0,90,0
2024-08-11,Bbq Fried Wings 6 Pcs.,Snacks,32,27,5,65,0
2024-08-11,Cold Coffee,Cold Beverages,35,32,3,25,0
2024-08-11,Virgin Mojito,Mocktails,28,33,0,30,0
2024-08-12,Chicken Lollipop 6pcs,Starter,41,36,5,70,0
2024-08-12,Chilli Baby Corn (dry),Starter,21,21,0,50,0
2024-08-12,Chicken Pepper Bbq Pizza (Medium),Pizza,30,29,1,90,0
2024-08-12,Bbq Fried Wings 6 Pcs.,Snacks,41,32,9,65,0
2024-08-12,Cold Coffee,Cold Beverages,34,38,0,25,0
2024-08-12,Virgin Mojito,Mocktails,42,34,8,30,0
2024-08-13,Chicken Lollipop 6pcs,Starter,40,33,7,70,0
2024-08-13,Chilli Baby Corn (dry),Starter,53,46,7,50,0
2024-08-13,Chicken Pepper Bbq Pizza (Medium),Pizza,38,31,7,90,0
2024-08-13,Bbq Fried Wings 6 Pcs.,Snacks,33,31,2,65,0
2024-08-13,Cold Coffee,Cold Beverages,36,27,9,25,0
2024-08-13,Virgin Mojito,Mocktails,32,23,9,30,0
2024-08-14,Chicken Lollipop 6pcs,Starter,29,33,0,70,0
2024-08-14,Chilli Baby Corn (dry),Starter,24,32,0,50,0
2024-08-14,Chicken Pepper Bbq Pizza (Medium),Pizza,41,35,6,90,0
2024-08-14,Bbq Fried Wings 6 Pcs.,Snacks,27,25,2,65,0
2024-08-14,Cold Coffee,Cold Beverages,45,45,0,25,0
2024-08-14,Virgin Mojito,Mocktails,30,21,9,30,0
2024-08-15,Chicken Lollipop 6pcs,Starter,47,45,2,70,0
2024-08-15,Chilli Baby Corn (dry),Starter,46,38,8,50,0
2024-08-15,Chicken Pepper Bbq Pizza (Medium),Pizza,24,24,0,90,0
2024-08-15,Bbq Fried Wings 6 Pcs.,Snacks,49,39,10,65,0
2024-08-15,Cold Coffee,Cold Beverages,32,34,0,25,0
2024-08-15,Virgin Mojito,Mocktails,45,45,0,30,0
2024-08-16,Chicken Lollipop 6pcs,Starter,30,27,3,70,0
2024-08-16,Chilli Baby Corn (dry),Starter,48,42,6,50,0
2024-08-16,Chicken Pepper Bbq Pizza (Medium),Pizza,37,33,4,90,0
2024-08-16,Bbq Fried Wings 6 Pcs.,Snacks,34,30,4,65,0
2024-08-16,Cold Coffee,Cold Beverages,9,9,0,25,0
2024-08-16,Virgin Mojito,Mocktails,28,31,0,30,0
2024-08-17,Chicken Lollipop 6pcs,Starter,33,33,0,70,0
2024-08-17,Chilli Baby Corn (dry),Starter,53,44,9,50,0
2024-08-17,Chicken Pepper Bbq Pizza (Medium),Pizza,27,26,1,90,0
2024-08-17,Bbq Fried Wings 6 Pcs.,Snacks,29,29,0,65,0
2024-08-17,Cold Coffee,Cold Beverages,30,31,0,25,0
2024-08-17,Virgin Mojito,Mocktails,25,20,5,30,0
2024-08-18,Chicken Lollipop 6pcs,Starter,33,35,0,70,0
2024-08-18,Chilli Baby Corn (dry),Starter,36,37,0,50,0
2024-08-18,Chicken Pepper Bbq Pizza (Medium),Pizza,38,32,6,90,0
2024-08-18,Bbq Fried Wings 6 Pcs.,Snacks,33,29,4,65,0
2024-08-18,Cold Coffee,Cold Beverages,26,25,1,25,0
2024-08-18,Virgin Mojito,Mocktails,27,28,0,30,0
2024-08-19,Chicken Lollipop 6pcs,Starter,23,28,0,70,0
2024-08-19,Chilli Baby Corn (dry),Starter,26,26,0,50,0
2024-08-19,Chicken Pepper Bbq Pizza (Medium),Pizza,27,27,0,90,0
2024-08-19,Bbq Fried Wings 6 Pcs.,Snacks,33,29,4,65,0
2024-08-19,Cold Coffee,Cold Beverages,35,36,0,25,0
2024-08-19,Virgin Mojito,Mocktails,17,20,0,30,0
2024-08-20,Chicken Lollipop 6pcs,Starter,26,26,0,70,0
2024-08-20,Chilli Baby Corn (dry),Starter,19,23,0,50,0
2024-08-20,Chicken Pepper Bbq Pizza (Medium),Pizza,28,26,2,90,0
2024-08-20,Bbq Fried Wings 6 Pcs.,Snacks,34,34,0,65,0
2024-08-20,Cold Coffee,Cold Beverages,24,26,0,25,0
2024-08-20,Virgin Mojito,Mocktails,27,29,0,30,0
2024-08-21,Chicken Lollipop 6pcs,Starter,28,34,0,70,0
2024-08-21,Chilli Baby Corn (dry),Starter,30,27,3,50,0
2024-08-21,Chicken Pepper Bbq Pizza (Medium),Pizza,46,31,15,90,0
2024-08-21,Bbq Fried Wings 6 Pcs.,Snacks,29,32,0,65,0
2024-08-21,Cold Coffee,Cold Beverages,23,29,0,25,0
2024-08-21,Virgin Mojito,Mocktails,27,29,0,30,0
2024-08-22,Chicken Lollipop 6pcs,Starter,37,37,0,70,0
2024-08-22,Chilli Baby Corn (dry),Starter,28,29,0,50,0
2024-08-22,Chicken Pepper Bbq Pizza (Medium),Pizza,43,43,0,90,0
2024-08-22,Bbq Fried Wings 6 Pcs.,Snacks,50,44,6,65,0
2024-08-22,Cold Coffee,Cold Beverages,36,33,3,25,0
2024-08-22,Virgin Mojito,Mocktails,26,33,0,30,0
2024-08-23,Chicken Lollipop 6pcs,Starter,33,27,6,70,0
2024-08-23,Chilli Baby Corn (dry),Starter,24,29,0,50,0
2024-08-23,Chicken Pepper Bbq Pizza (Medium),Pizza,39,29,10,90,0
2024-08-23,Bbq Fried Wings 6 Pcs.,Snacks,40,39,1,65,0
2024-08-23,Cold Coffee,Cold Beverages,37,37,0,25,0
2024-08-23,Virgin Mojito,Mocktails,14,16,0,30,0
2024-08-24,Chicken Lollipop 6pcs,Starter,42,42,0,70,0
2024-08-24,Chilli Baby Corn (dry),Starter,28,28,0,50,0
2024-08-24,Chicken Pepper Bbq Pizza (Medium),Pizza,55,45,10,90,0
2024-08-24,Bbq Fried Wings 6 Pcs.,Snacks,48,47,1,65,0
2024-08-24,Cold Coffee,Cold Beverages,27,32,0,25,0
2024-08-24,Virgin Mojito,Mocktails,38,41,0,30,0
2024-08-25,Chicken Lollipop 6pcs,Starter,28,31,0,70,0
2024-08-25,Chilli Baby Corn (dry),Starter,23,25,0,50,0
2024-08-25,Chicken Pepper Bbq Pizza (Medium),Pizza,25,25,0,90,0
2024-08-25,Bbq Fried Wings 6 Pcs.,Snacks,31,25,6,65,0
2024-08-25,Cold Coffee,Cold Beverages,24,21,3,25,0
2024-08-25,Virgin Mojito,Mocktails,39,39,0,30,0
2024-08-26,Chicken Lollipop 6pcs,Starter,24,24,0,70,0
2024-08-26,Chilli Baby Corn (dry),Starter,41,39,2,50,0
2024-08-26,Chicken Pepper Bbq Pizza (Medium),Pizza,29,25,4,90,0
2024-08-26,Bbq Fried Wings 6 Pcs.,Snacks,26,21,5,65,0
2024-08-26,Cold Coffee,Cold Beverages,33,33,0,25,0
2024-08-26,Virgin Mojito,Mocktails,21,23,0,30,0
2024-08-27,Chicken Lollipop 6pcs,Starter,42,34,8,70,0
2024-08-27,Chilli Baby Corn (dry),Starter,28,24,4,50,0
2024-08-27,Chicken Pepper Bbq Pizza (Medium),Pizza,13,13,0,90,0
2024-08-27,Bbq Fried Wings 6 Pcs.,Snacks,27,29,0,65,0
2024-08-27,Cold Coffee,Cold Beverages,21,22,0,25,0
2024-08-27,Virgin Mojito,Mocktails,33,32,1,30,0
2024-08-28,Chicken Lollipop 6pcs,Starter,4,12,0,70,0
2024-08-28,Chilli Baby Corn (dry),Starter,29,25,4,50,0
2024-08-28,Chicken Pepper Bbq Pizza (Medium),Pizza,8,8,0,90,0
2024-08-28,Bbq Fried Wings 6 Pcs.,Snacks,33,25,8,65,0
2024-08-28,Cold Coffee,Cold Beverages,29,26,3,25,0
2024-08-28,Virgin Mojito,Mocktails,23,31,0,30,0
2024-08-29,Chicken Lollipop 6pcs,Starter,39,36,3,70,0
2024-08-29,Chilli Baby Corn (dry),Starter,55,34,21,50,0
2024-08-29,Chicken Pepper Bbq Pizza (Medium),Pizza,23,13,10,90,0
2024-08-29,Bbq Fried Wings 6 Pcs.,Snacks,30,27,3,65,0
2024-08-29,Cold Coffee,Cold Beverages,29,29,0,25,0
2024-08-29,Virgin Mojito,Mocktails,28,25,3,30,0
2024-08-30,Chicken Lollipop 6pcs,Starter,22,17,5,70,0
2024-08-30,Chilli Baby Corn (dry),Starter,23,26,0,50,0
2024-08-30,Chicken Pepper Bbq Pizza (Medium),Pizza,34,26,8,90,0
2024-08-30,Bbq Fried Wings 6 Pcs.,Snacks,28,25,3,65,0
2024-08-30,Cold Coffee,Cold Beverages,29,24,5,25,0
2024-08-30,Virgin Mojito,Mocktails,46,35,11,30,0
2024-08-31,Chicken Lollipop 6pcs,Starter,33,28,5,70,0
2024-08-31,Chilli Baby Corn (dry),Starter,38,30,8,50,0
2024-08-31,Chicken Pepper Bbq Pizza (Medium),Pizza,29,24,5,90,0
2024-08-31,Bbq Fried Wings 6 Pcs.,Snacks,29,28,1,65,0
2024-08-31,Cold Coffee,Cold Beverages,33,30,3,25,0
2024-08-31,Virgin Mojito,Mocktails,32,29,3,30,0
2024-09-01,Chicken Lollipop 6pcs,Starter,48,42,6,70,0
2024-09-01,Chilli Baby Corn (dry),Starter,36,36,0,50,0
2024-09-01,Chicken Pepper Bbq Pizza (Medium),Pizza,28,22,6,90,0
2024-09-01,Bbq Fried Wings 6 Pcs.,Snacks,46,37,9,65,0
2024-09-01,Cold Coffee,Cold Beverages,25,25,0,25,0
2024-09-01,Virgin Mojito,Mocktails,16,16,0,30,0
2024-09-02,Chicken Lollipop 6pcs,Starter,37,37,0,70,0
2024-09-02,Chilli Baby Corn (dry),Starter,36,35,1,50,0
2024-09-02,Chicken Pepper Bbq Pizza (Medium),Pizza,29,32,0,90,0
2024-09-02,Bbq Fried Wings 6 Pcs.,Snacks,18,30,0,65,0
2024-09-02,Cold Coffee,Cold Beverages,22,28,0,25,0
2024-09-02,Virgin Mojito,Mocktails,44,39,5,30,0
2024-09-03,Chicken Lollipop 6pcs,Starter,42,33,9,70,0
2024-09-03,Chilli Baby Corn (dry),Starter,32,22,10,50,0
2024-09-03,Chicken Pepper Bbq Pizza (Medium),Pizza,37,37,0,90,0
2024-09-03,Bbq Fried Wings 6 Pcs.,Snacks,36,39,0,65,0
2024-09-03,Cold Coffee,Cold Beverages,22,23,0,25,0
2024-09-03,Virgin Mojito,Mocktails,22,25,0,30,0
2024-09-04,Chicken Lollipop 6pcs,Starter,39,39,0,70,0
2024-09-04,Chilli Baby Corn (dry),Starter,32,32,0,50,0
2024-09-04,Chicken Pepper Bbq Pizza (Medium),Pizza,18,15,3,90,0
2024-09-04,Bbq Fried Wings 6 Pcs.,Snacks,15,14,1,65,0
2024-09-04,Cold Coffee,Cold Beverages,30,19,11,25,0
2024-09-04,Virgin Mojito,Mocktails,39,37,2,30,0
2024-09-05,Chicken Lollipop 6pcs,Starter,38,40,0,70,0
2024-09-05,Chilli Baby Corn (dry),Starter,36,34,2,50,0
2024-09-05,Chicken Pepper Bbq Pizza (Medium),Pizza,40,32,8,90,0
2024-09-05,Bbq Fried Wings 6 Pcs.,Snacks,38,35,3,65,0
2024-09-05,Cold Coffee,Cold Beverages,14,16,0,25,0
2024-09-05,Virgin Mojito,Mocktails,31,29,2,30,0
2024-09-06,Chicken Lollipop 6pcs,Starter,34,20,14,70,0
2024-09-06,Chilli Baby Corn (dry),Starter,47,42,5,50,0
2024-09-06,Chicken Pepper Bbq Pizza (Medium),Pizza,30,30,0,90,0
2024-09-06,Bbq Fried Wings 6 Pcs.,Snacks,24,22,2,65,0
2024-09-06,Cold Coffee,Cold Beverages,28,32,0,25,0
2024-09-06,Virgin Mojito,Mocktails,33,32,1,30,0
2024-09-07,Chicken Lollipop 6pcs,Starter,12,14,0,70,0
2024-09-07,Chilli Baby Corn (dry),Starter,37,26,11,50,0
2024-09-07,Chicken Pepper Bbq Pizza (Medium),Pizza,30,34,0,90,0
2024-09-07,Bbq Fried Wings 6 Pcs.,Snacks,28,33,0,65,0
2024-09-07,Cold Coffee,Cold Beverages,38,38,0,25,0
2024-09-07,Virgin Mojito,Mocktails,37,29,8,30,0
2024-09-08,Chicken Lollipop 6pcs,Starter,15,19,0,70,0
2024-09-08,Chilli Baby Corn (dry),Starter,32,25,7,50,0
2024-09-08,Chicken Pepper Bbq Pizza (Medium),Pizza,5,17,0,90,0
2024-09-08,Bbq Fried Wings 6 Pcs.,Snacks,30,26,4,65,0
2024-09-08,Cold Coffee,Cold Beverages,39,39,0,25,0
2024-09-08,Virgin Mojito,Mocktails,33,26,7,30,0
2024-09-09,Chicken Lollipop 6pcs,Starter,15,15,0,70,0
2024-09-09,Chilli Baby Corn (dry),Starter,35,31,4,50,0
2024-09-09,Chicken Pepper Bbq Pizza (Medium),Pizza,27,25,2,90,0
2024-09-09,Bbq Fried Wings 6 Pcs.,Snacks,9,10,0,65,0
2024-09-09,Cold Coffee,Cold Beverages,31,33,0,25,0
